datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,Year,Month,Weekday Name,M01AB_stock,M01AB_stock_status,M01AE_stock,M01AE_stock_status,N02BA_stock,N02BA_stock_status,N02BE_stock,N02BE_stock_status,N05B_stock,N05B_stock_status,N05C_stock,N05C_stock_status,R03_stock,R03_stock_status,R06_stock,R06_stock_status,Day
2018-11-20,5,3,4,31,4,1,10,3,2018,11,Tuesday,361,High Stock,308,High Stock,199,Medium Stock,216,High Stock,182,Medium Stock,110,Medium Stock,309,High Stock,90,Medium Stock,20
2018-11-21,7,2,3,22,5,0,5,1,2018,11,Wednesday,354,High Stock,305,High Stock,196,Medium Stock,194,Medium Stock,177,Medium Stock,110,Medium Stock,304,High Stock,89,Medium Stock,21
2018-11-22,8,7,3,22,9,0,15,2,2018,11,Thursday,346,High Stock,298,High Stock,193,Medium Stock,172,Medium Stock,168,Medium Stock,110,Medium Stock,289,High Stock,87,Medium Stock,22
2018-11-23,6,4,3,29,13,1,24,3,2018,11,Friday,340,High Stock,294,High Stock,190,Medium Stock,142,Medium Stock,155,Medium Stock,109,Medium Stock,265,High Stock,84,Medium Stock,23
2018-11-24,5,5,5,29,11,0,7,0,2018,11,Saturday,335,High Stock,288,High Stock,185,Medium Stock,113,Medium Stock,144,Medium Stock,109,Medium Stock,258,High Stock,84,Medium Stock,24
2018-11-25,5,3,3,19,6,1,3,2,2018,11,Sunday,329,High Stock,284,High Stock,182,Medium Stock,94,Medium Stock,138,Medium Stock,108,Medium Stock,255,High Stock,82,Medium Stock,25
2018-11-26,5,2,2,36,15,1,16,3,2018,11,Monday,324,High Stock,282,High Stock,180,Medium Stock,58,Low Stock,123,Medium Stock,107,Medium Stock,239,High Stock,79,Low Stock,26
2018-11-27,8,4,2,41,2,0,5,2,2018,11,Tuesday,316,High Stock,277,High Stock,178,Medium Stock,16,Low Stock,121,Medium Stock,107,Medium Stock,234,High Stock,416,High Stock,27
2018-11-28,3,5,1,24,15,2,8,4,2018,11,Wednesday,313,High Stock,272,High Stock,177,Medium Stock,208,High Stock,106,Medium Stock,105,Medium Stock,226,High Stock,412,High Stock,28
2018-11-29,4,4,1,22,7,0,1,3,2018,11,Thursday,309,High Stock,267,High Stock,176,Medium Stock,185,Medium Stock,99,Medium Stock,105,Medium Stock,225,High Stock,409,High Stock,29
2018-11-30,1,3,1,22,3,0,0,2,2018,11,Friday,308,High Stock,264,High Stock,175,Medium Stock,163,Medium Stock,96,Medium Stock,105,Medium Stock,225,High Stock,406,High Stock,30
2018-12-01,7,8,2,41,7,3,13,2,2018,12,Saturday,301,High Stock,256,High Stock,173,Medium Stock,122,Medium Stock,89,Medium Stock,102,Medium Stock,212,High Stock,404,High Stock,1
2018-12-02,3,5,10,65,6,0,27,8,2018,12,Sunday,297,High Stock,250,High Stock,163,Medium Stock,56,Low Stock,376,High Stock,102,Medium Stock,185,Medium Stock,396,High Stock,2
2018-12-03,6,5,2,44,13,0,13,1,2018,12,Monday,291,High Stock,245,High Stock,161,Medium Stock,12,Low Stock,363,High Stock,102,Medium Stock,172,Medium Stock,395,High Stock,3
2018-12-04,2,3,3,32,11,0,5,3,2018,12,Tuesday,289,High Stock,242,High Stock,158,Medium Stock,283,High Stock,352,High Stock,102,Medium Stock,167,Medium Stock,392,High Stock,4
2018-12-05,5,3,3,41,13,0,15,2,2018,12,Wednesday,284,High Stock,238,High Stock,154,Medium Stock,242,High Stock,339,High Stock,102,Medium Stock,152,Medium Stock,390,High Stock,5
2018-12-06,0,0,0,0,0,0,0,0,2018,12,Thursday,284,High Stock,238,High Stock,154,Medium Stock,242,High Stock,339,High Stock,102,Medium Stock,152,Medium Stock,390,High Stock,6
2018-12-07,5,3,3,47,14,0,12,3,2018,12,Friday,279,High Stock,235,High Stock,151,Medium Stock,194,Medium Stock,325,High Stock,102,Medium Stock,140,Medium Stock,387,High Stock,7
2018-12-08,0,0,0,0,0,0,0,0,2018,12,Saturday,279,High Stock,235,High Stock,151,Medium Stock,194,Medium Stock,325,High Stock,102,Medium Stock,140,Medium Stock,387,High Stock,8
2018-12-09,4,6,4,57,9,0,11,0,2018,12,Sunday,274,High Stock,228,High Stock,147,Medium Stock,136,Medium Stock,316,High Stock,102,Medium Stock,129,Medium Stock,387,High Stock,9
2018-12-10,4,5,1,23,12,1,7,1,2018,12,Monday,270,High Stock,223,High Stock,146,Medium Stock,113,Medium Stock,304,High Stock,101,Medium Stock,122,Medium Stock,386,High Stock,10
2018-12-11,4,4,8,28,12,3,2,5,2018,12,Tuesday,266,High Stock,219,High Stock,137,Medium Stock,85,Medium Stock,292,High Stock,98,Medium Stock,120,Medium Stock,381,High Stock,11
2018-12-12,4,2,3,37,11,0,21,0,2018,12,Wednesday,262,High Stock,217,High Stock,134,Medium Stock,47,Low Stock,281,High Stock,98,Medium Stock,99,Medium Stock,381,High Stock,12
2018-12-13,3,2,3,47,6,0,6,0,2018,12,Thursday,258,High Stock,215,High Stock,131,Medium Stock,336,High Stock,275,High Stock,98,Medium Stock,93,Medium Stock,381,High Stock,13
2018-12-14,2,2,0,23,2,1,29,1,2018,12,Friday,256,High Stock,213,High Stock,131,Medium Stock,312,High Stock,273,High Stock,97,Medium Stock,64,Low Stock,380,High Stock,14
2018-12-15,4,2,3,62,5,0,26,2,2018,12,Saturday,252,High Stock,211,High Stock,128,Medium Stock,250,High Stock,268,High Stock,97,Medium Stock,38,Low Stock,378,High Stock,15
2018-12-16,1,4,0,27,3,0,7,1,2018,12,Sunday,251,High Stock,206,High Stock,127,Medium Stock,223,High Stock,265,High Stock,97,Medium Stock,305,High Stock,377,High Stock,16
2018-12-17,6,2,5,53,6,1,22,2,2018,12,Monday,244,High Stock,204,High Stock,122,Medium Stock,170,Medium Stock,259,High Stock,96,Medium Stock,283,High Stock,375,High Stock,17
2018-12-18,0,2,1,34,12,3,9,2,2018,12,Tuesday,244,High Stock,202,High Stock,121,Medium Stock,135,Medium Stock,247,High Stock,93,Medium Stock,274,High Stock,373,High Stock,18
2018-12-19,0,0,0,0,0,0,0,0,2018,12,Wednesday,244,High Stock,202,High Stock,121,Medium Stock,135,Medium Stock,247,High Stock,93,Medium Stock,274,High Stock,373,High Stock,19
2018-12-20,8,1,1,27,12,3,1,0,2018,12,Thursday,236,High Stock,200,High Stock,120,Medium Stock,108,Medium Stock,235,High Stock,90,Medium Stock,273,High Stock,373,High Stock,20
2018-12-21,2,1,0,35,12,1,13,1,2018,12,Friday,234,High Stock,199,Medium Stock,120,Medium Stock,73,Low Stock,223,High Stock,89,Medium Stock,260,High Stock,372,High Stock,21
2018-12-22,8,3,4,43,3,1,0,0,2018,12,Saturday,225,High Stock,196,Medium Stock,116,Medium Stock,30,Low Stock,220,High Stock,88,Medium Stock,260,High Stock,372,High Stock,22
2018-12-23,12,6,2,47,8,0,13,4,2018,12,Sunday,213,High Stock,189,Medium Stock,114,Medium Stock,224,High Stock,212,High Stock,88,Medium Stock,247,High Stock,368,High Stock,23
2018-12-24,8,4,1,32,20,0,8,1,2018,12,Monday,204,High Stock,185,Medium Stock,113,Medium Stock,192,Medium Stock,192,Medium Stock,88,Medium Stock,239,High Stock,367,High Stock,24
2018-12-25,8,6,5,42,9,3,21,2,2018,12,Tuesday,196,Medium Stock,179,Medium Stock,107,Medium Stock,150,Medium Stock,183,Medium Stock,85,Medium Stock,218,High Stock,365,High Stock,25
2018-12-26,1,0,2,50,8,1,13,2,2018,12,Wednesday,195,Medium Stock,178,Medium Stock,105,Medium Stock,100,Medium Stock,175,Medium Stock,84,Medium Stock,205,High Stock,363,High Stock,26
2018-12-27,3,3,3,40,8,0,7,0,2018,12,Thursday,192,Medium Stock,175,Medium Stock,102,Medium Stock,59,Low Stock,167,Medium Stock,84,Medium Stock,198,Medium Stock,363,High Stock,27
2018-12-28,11,5,1,56,11,6,9,0,2018,12,Friday,180,Medium Stock,169,Medium Stock,101,Medium Stock,3,Low Stock,156,Medium Stock,78,Low Stock,189,Medium Stock,363,High Stock,28
2018-12-29,6,5,1,68,5,0,7,2,2018,12,Saturday,173,Medium Stock,164,Medium Stock,100,Medium Stock,172,Medium Stock,151,Medium Stock,373,High Stock,182,Medium Stock,361,High Stock,29
2018-12-30,5,7,5,59,6,0,31,3,2018,12,Sunday,168,Medium Stock,156,Medium Stock,95,Medium Stock,112,Medium Stock,145,Medium Stock,373,High Stock,151,Medium Stock,357,High Stock,30
2018-12-31,8,4,5,44,10,0,6,4,2018,12,Monday,160,Medium Stock,151,Medium Stock,90,Medium Stock,68,Low Stock,135,Medium Stock,373,High Stock,145,Medium Stock,353,High Stock,31
2019-01-01,0,0,0,0,0,0,0,0,2019,1,Tuesday,160,Medium Stock,151,Medium Stock,388,High Stock,68,Low Stock,135,Medium Stock,373,High Stock,145,Medium Stock,353,High Stock,1
2019-01-02,5,4,4,36,4,0,9,2,2019,1,Wednesday,155,Medium Stock,147,Medium Stock,384,High Stock,31,Low Stock,131,Medium Stock,373,High Stock,136,Medium Stock,351,High Stock,2
2019-01-03,4,4,6,42,6,0,9,0,2019,1,Thursday,150,Medium Stock,142,Medium Stock,378,High Stock,214,High Stock,125,Medium Stock,373,High Stock,127,Medium Stock,351,High Stock,3
2019-01-04,7,3,2,55,10,0,0,1,2019,1,Friday,143,Medium Stock,138,Medium Stock,375,High Stock,158,Medium Stock,115,Medium Stock,373,High Stock,127,Medium Stock,350,High Stock,4
2019-01-05,8,3,3,62,10,0,30,1,2019,1,Saturday,135,Medium Stock,135,Medium Stock,372,High Stock,95,Medium Stock,105,Medium Stock,373,High Stock,97,Medium Stock,349,High Stock,5
2019-01-06,8,10,2,47,11,2,0,3,2019,1,Sunday,127,Medium Stock,125,Medium Stock,370,High Stock,48,Low Stock,94,Medium Stock,371,High Stock,97,Medium Stock,346,High Stock,6
2019-01-07,0,0,0,0,0,0,0,0,2019,1,Monday,127,Medium Stock,125,Medium Stock,370,High Stock,346,High Stock,94,Medium Stock,371,High Stock,97,Medium Stock,346,High Stock,7
2019-01-08,4,3,0,41,6,0,10,2,2019,1,Tuesday,122,Medium Stock,121,Medium Stock,370,High Stock,304,High Stock,88,Medium Stock,371,High Stock,87,Medium Stock,344,High Stock,8
2019-01-09,3,1,2,64,24,3,10,1,2019,1,Wednesday,119,Medium Stock,120,Medium Stock,368,High Stock,239,High Stock,407,High Stock,368,High Stock,77,Low Stock,343,High Stock,9
2019-01-10,8,3,5,39,12,2,13,1,2019,1,Thursday,111,Medium Stock,117,Medium Stock,362,High Stock,200,High Stock,395,High Stock,366,High Stock,64,Low Stock,342,High Stock,10
2019-01-11,5,7,3,61,12,0,6,0,2019,1,Friday,106,Medium Stock,109,Medium Stock,359,High Stock,138,Medium Stock,383,High Stock,366,High Stock,58,Low Stock,342,High Stock,11
2019-01-12,6,7,5,74,21,0,10,0,2019,1,Saturday,100,Medium Stock,102,Medium Stock,354,High Stock,64,Low Stock,362,High Stock,366,High Stock,48,Low Stock,342,High Stock,12
2019-01-13,8,5,4,73,4,1,1,2,2019,1,Sunday,91,Medium Stock,96,Medium Stock,350,High Stock,0,Low Stock,358,High Stock,365,High Stock,366,High Stock,340,High Stock,13
2019-01-14,9,9,3,51,10,0,18,0,2019,1,Monday,82,Medium Stock,368,High Stock,347,High Stock,198,Medium Stock,348,High Stock,365,High Stock,348,High Stock,340,High Stock,14
2019-01-15,4,4,3,30,9,0,19,1,2019,1,Tuesday,78,Low Stock,363,High Stock,343,High Stock,167,Medium Stock,339,High Stock,365,High Stock,329,High Stock,339,High Stock,15
2019-01-16,7,5,6,48,12,0,17,5,2019,1,Wednesday,70,Low Stock,358,High Stock,337,High Stock,118,Medium Stock,327,High Stock,365,High Stock,312,High Stock,334,High Stock,16
2019-01-17,5,3,3,55,10,3,8,1,2019,1,Thursday,285,High Stock,355,High Stock,333,High Stock,63,Low Stock,317,High Stock,362,High Stock,304,High Stock,333,High Stock,17
2019-01-18,6,6,4,27,13,0,24,2,2019,1,Friday,279,High Stock,348,High Stock,329,High Stock,35,Low Stock,304,High Stock,362,High Stock,280,High Stock,331,High Stock,18
2019-01-19,7,8,5,77,9,0,1,3,2019,1,Saturday,272,High Stock,340,High Stock,324,High Stock,170,Medium Stock,295,High Stock,362,High Stock,279,High Stock,328,High Stock,19
2019-01-20,11,14,2,93,6,0,34,1,2019,1,Sunday,260,High Stock,325,High Stock,322,High Stock,76,Low Stock,289,High Stock,362,High Stock,245,High Stock,327,High Stock,20
2019-01-21,4,5,0,67,11,0,31,0,2019,1,Monday,256,High Stock,320,High Stock,322,High Stock,9,Low Stock,278,High Stock,362,High Stock,214,High Stock,327,High Stock,21
2019-01-22,6,7,1,74,13,1,7,0,2019,1,Tuesday,249,High Stock,312,High Stock,321,High Stock,193,Medium Stock,265,High Stock,361,High Stock,207,High Stock,327,High Stock,22
2019-01-23,3,8,7,58,4,0,23,2,2019,1,Wednesday,245,High Stock,304,High Stock,313,High Stock,135,Medium Stock,261,High Stock,361,High Stock,184,Medium Stock,325,High Stock,23
2019-01-24,4,4,6,47,7,4,2,3,2019,1,Thursday,241,High Stock,299,High Stock,307,High Stock,88,Medium Stock,254,High Stock,357,High Stock,182,Medium Stock,322,High Stock,24
2019-01-25,2,7,4,32,11,2,11,1,2019,1,Friday,239,High Stock,292,High Stock,303,High Stock,55,Low Stock,243,High Stock,355,High Stock,171,Medium Stock,321,High Stock,25
2019-01-26,7,8,2,97,11,1,13,1,2019,1,Saturday,232,High Stock,284,High Stock,301,High Stock,0,Low Stock,232,High Stock,354,High Stock,158,Medium Stock,320,High Stock,26
2019-01-27,10,11,2,100,12,1,6,2,2019,1,Sunday,222,High Stock,272,High Stock,299,High Stock,233,High Stock,220,High Stock,353,High Stock,152,Medium Stock,318,High Stock,27
2019-01-28,8,7,3,45,11,0,28,3,2019,1,Monday,213,High Stock,265,High Stock,296,High Stock,188,Medium Stock,209,High Stock,353,High Stock,124,Medium Stock,315,High Stock,28
2019-01-29,5,5,3,38,10,2,15,0,2019,1,Tuesday,208,High Stock,260,High Stock,293,High Stock,150,Medium Stock,199,Medium Stock,351,High Stock,109,Medium Stock,315,High Stock,29
2019-01-30,6,5,2,52,8,0,11,1,2019,1,Wednesday,202,High Stock,254,High Stock,290,High Stock,97,Medium Stock,191,Medium Stock,351,High Stock,98,Medium Stock,314,High Stock,30
2019-01-31,1,11,2,62,8,1,20,2,2019,1,Thursday,200,High Stock,243,High Stock,288,High Stock,35,Low Stock,183,Medium Stock,350,High Stock,78,Low Stock,312,High Stock,31
2019-02-01,11,1,8,38,9,0,7,3,2019,2,Friday,189,Medium Stock,241,High Stock,280,High Stock,252,High Stock,174,Medium Stock,350,High Stock,71,Low Stock,309,High Stock,1
2019-02-02,13,12,6,64,8,1,45,0,2019,2,Saturday,175,Medium Stock,228,High Stock,274,High Stock,188,Medium Stock,166,Medium Stock,349,High Stock,26,Low Stock,309,High Stock,2
2019-02-03,6,9,5,47,10,1,5,4,2019,2,Sunday,169,Medium Stock,219,High Stock,268,High Stock,141,Medium Stock,156,Medium Stock,348,High Stock,241,High Stock,305,High Stock,3
2019-02-04,6,6,3,47,5,1,12,2,2019,2,Monday,163,Medium Stock,212,High Stock,265,High Stock,94,Medium Stock,151,Medium Stock,347,High Stock,229,High Stock,303,High Stock,4
2019-02-05,5,10,3,33,2,0,1,4,2019,2,Tuesday,158,Medium Stock,201,High Stock,262,High Stock,60,Low Stock,149,Medium Stock,347,High Stock,228,High Stock,299,High Stock,5
2019-02-06,6,4,2,29,4,0,4,1,2019,2,Wednesday,151,Medium Stock,197,Medium Stock,260,High Stock,31,Low Stock,145,Medium Stock,347,High Stock,224,High Stock,297,High Stock,6
2019-02-07,2,5,4,42,11,0,22,1,2019,2,Thursday,149,Medium Stock,192,Medium Stock,255,High Stock,223,High Stock,134,Medium Stock,347,High Stock,202,High Stock,296,High Stock,7
2019-02-08,2,6,7,50,9,3,12,5,2019,2,Friday,147,Medium Stock,186,Medium Stock,248,High Stock,173,Medium Stock,125,Medium Stock,344,High Stock,190,Medium Stock,291,High Stock,8
2019-02-09,6,7,5,51,10,0,11,1,2019,2,Saturday,140,Medium Stock,178,Medium Stock,243,High Stock,122,Medium Stock,115,Medium Stock,344,High Stock,179,Medium Stock,290,High Stock,9
2019-02-10,3,7,3,43,9,0,0,1,2019,2,Sunday,137,Medium Stock,171,Medium Stock,240,High Stock,78,Low Stock,106,Medium Stock,344,High Stock,179,Medium Stock,289,High Stock,10
2019-02-11,8,7,6,30,10,0,5,3,2019,2,Monday,129,Medium Stock,164,Medium Stock,234,High Stock,48,Low Stock,96,Medium Stock,344,High Stock,174,Medium Stock,286,High Stock,11
2019-02-12,6,3,0,34,8,0,6,0,2019,2,Tuesday,122,Medium Stock,160,Medium Stock,234,High Stock,233,High Stock,88,Medium Stock,344,High Stock,168,Medium Stock,285,High Stock,12
2019-02-13,4,4,1,27,16,0,8,2,2019,2,Wednesday,118,Medium Stock,156,Medium Stock,233,High Stock,206,High Stock,356,High Stock,344,High Stock,160,Medium Stock,283,High Stock,13
2019-02-14,2,6,3,54,9,0,7,3,2019,2,Thursday,116,Medium Stock,150,Medium Stock,229,High Stock,151,Medium Stock,347,High Stock,344,High Stock,153,Medium Stock,280,High Stock,14
2019-02-15,5,5,12,52,16,0,3,2,2019,2,Friday,111,Medium Stock,145,Medium Stock,217,High Stock,99,Medium Stock,331,High Stock,344,High Stock,150,Medium Stock,278,High Stock,15
2019-02-16,6,6,5,36,8,0,6,3,2019,2,Saturday,104,Medium Stock,139,Medium Stock,212,High Stock,63,Low Stock,323,High Stock,344,High Stock,144,Medium Stock,275,High Stock,16
2019-02-17,2,4,4,15,11,0,0,3,2019,2,Sunday,102,Medium Stock,134,Medium Stock,208,High Stock,47,Low Stock,312,High Stock,344,High Stock,144,Medium Stock,272,High Stock,17
2019-02-18,3,2,3,27,7,0,10,0,2019,2,Monday,99,Medium Stock,132,Medium Stock,204,High Stock,284,High Stock,305,High Stock,344,High Stock,134,Medium Stock,272,High Stock,18
2019-02-19,3,4,1,27,15,2,6,3,2019,2,Tuesday,95,Medium Stock,128,Medium Stock,203,High Stock,257,High Stock,290,High Stock,342,High Stock,128,Medium Stock,269,High Stock,19
2019-02-20,2,4,3,30,14,0,7,3,2019,2,Wednesday,93,Medium Stock,123,Medium Stock,200,High Stock,226,High Stock,276,High Stock,342,High Stock,121,Medium Stock,266,High Stock,20
2019-02-21,1,5,2,45,15,1,5,2,2019,2,Thursday,91,Medium Stock,118,Medium Stock,197,Medium Stock,181,Medium Stock,261,High Stock,341,High Stock,116,Medium Stock,264,High Stock,21
2019-02-22,2,2,1,16,5,0,1,2,2019,2,Friday,89,Medium Stock,116,Medium Stock,196,Medium Stock,165,Medium Stock,256,High Stock,341,High Stock,115,Medium Stock,262,High Stock,22
2019-02-23,5,2,3,38,13,0,0,1,2019,2,Saturday,84,Medium Stock,114,Medium Stock,193,Medium Stock,126,Medium Stock,243,High Stock,341,High Stock,115,Medium Stock,261,High Stock,23
2019-02-24,4,4,1,19,2,0,2,2,2019,2,Sunday,80,Medium Stock,110,Medium Stock,192,Medium Stock,107,Medium Stock,241,High Stock,341,High Stock,113,Medium Stock,259,High Stock,24
2019-02-25,5,1,3,25,4,2,2,3,2019,2,Monday,74,Low Stock,108,Medium Stock,189,Medium Stock,82,Medium Stock,237,High Stock,339,High Stock,111,Medium Stock,256,High Stock,25
2019-02-26,2,3,5,27,8,0,3,3,2019,2,Tuesday,344,High Stock,105,Medium Stock,183,Medium Stock,55,Low Stock,229,High Stock,339,High Stock,108,Medium Stock,253,High Stock,26
2019-02-27,5,0,1,13,9,0,1,7,2019,2,Wednesday,339,High Stock,104,Medium Stock,182,Medium Stock,42,Low Stock,220,High Stock,339,High Stock,107,Medium Stock,245,High Stock,27
2019-02-28,0,3,4,34,2,1,35,3,2019,2,Thursday,338,High Stock,101,Medium Stock,178,Medium Stock,215,High Stock,218,High Stock,338,High Stock,72,Low Stock,242,High Stock,28
2019-03-01,1,3,2,22,12,0,6,2,2019,3,Friday,337,High Stock,97,Medium Stock,176,Medium Stock,193,Medium Stock,206,High Stock,338,High Stock,66,Low Stock,240,High Stock,1
2019-03-02,4,1,4,46,9,3,0,5,2019,3,Saturday,333,High Stock,405,High Stock,172,Medium Stock,147,Medium Stock,197,Medium Stock,335,High Stock,66,Low Stock,235,High Stock,2
2019-03-03,8,4,1,20,5,0,10,0,2019,3,Sunday,325,High Stock,401,High Stock,171,Medium Stock,127,Medium Stock,192,Medium Stock,335,High Stock,56,Low Stock,235,High Stock,3
2019-03-04,5,2,7,41,3,0,5,2,2019,3,Monday,320,High Stock,399,High Stock,164,Medium Stock,86,Medium Stock,189,Medium Stock,335,High Stock,51,Low Stock,233,High Stock,4
2019-03-05,3,2,0,20,8,3,6,5,2019,3,Tuesday,317,High Stock,396,High Stock,163,Medium Stock,66,Low Stock,181,Medium Stock,332,High Stock,382,High Stock,228,High Stock,5
2019-03-06,0,1,0,31,17,1,5,3,2019,3,Wednesday,316,High Stock,395,High Stock,163,Medium Stock,35,Low Stock,164,Medium Stock,331,High Stock,377,High Stock,225,High Stock,6
2019-03-07,7,2,4,10,24,0,0,4,2019,3,Thursday,309,High Stock,393,High Stock,159,Medium Stock,368,High Stock,140,Medium Stock,331,High Stock,377,High Stock,221,High Stock,7
2019-03-08,2,3,0,33,4,1,0,4,2019,3,Friday,307,High Stock,390,High Stock,158,Medium Stock,334,High Stock,136,Medium Stock,330,High Stock,377,High Stock,216,High Stock,8
2019-03-09,6,1,4,45,11,0,7,5,2019,3,Saturday,300,High Stock,388,High Stock,154,Medium Stock,289,High Stock,125,Medium Stock,330,High Stock,370,High Stock,211,High Stock,9
2019-03-10,5,3,5,51,5,0,3,9,2019,3,Sunday,295,High Stock,385,High Stock,149,Medium Stock,238,High Stock,120,Medium Stock,330,High Stock,367,High Stock,202,High Stock,10
2019-03-11,14,3,2,26,10,3,11,3,2019,3,Monday,280,High Stock,381,High Stock,146,Medium Stock,211,High Stock,110,Medium Stock,327,High Stock,356,High Stock,199,Medium Stock,11
2019-03-12,4,3,1,31,12,0,7,2,2019,3,Tuesday,276,High Stock,378,High Stock,145,Medium Stock,180,Medium Stock,98,Medium Stock,327,High Stock,349,High Stock,197,Medium Stock,12
2019-03-13,2,4,6,22,10,0,8,4,2019,3,Wednesday,273,High Stock,373,High Stock,139,Medium Stock,158,Medium Stock,88,Medium Stock,327,High Stock,341,High Stock,193,Medium Stock,13
2019-03-14,4,5,0,47,12,1,27,6,2019,3,Thursday,269,High Stock,368,High Stock,139,Medium Stock,110,Medium Stock,314,High Stock,326,High Stock,314,High Stock,187,Medium Stock,14
2019-03-15,2,1,3,40,7,1,20,5,2019,3,Friday,266,High Stock,366,High Stock,136,Medium Stock,70,Low Stock,307,High Stock,325,High Stock,294,High Stock,182,Medium Stock,15
2019-03-16,8,0,5,29,9,0,5,7,2019,3,Saturday,258,High Stock,366,High Stock,131,Medium Stock,41,Low Stock,298,High Stock,325,High Stock,289,High Stock,175,Medium Stock,16
2019-03-17,6,3,2,55,6,0,10,5,2019,3,Sunday,251,High Stock,362,High Stock,129,Medium Stock,327,High Stock,292,High Stock,325,High Stock,279,High Stock,170,Medium Stock,17
2019-03-18,2,0,2,23,11,0,1,9,2019,3,Monday,249,High Stock,361,High Stock,127,Medium Stock,304,High Stock,281,High Stock,325,High Stock,278,High Stock,161,Medium Stock,18
2019-03-19,9,3,1,26,10,1,2,8,2019,3,Tuesday,240,High Stock,358,High Stock,125,Medium Stock,278,High Stock,271,High Stock,324,High Stock,276,High Stock,153,Medium Stock,19
2019-03-20,5,2,2,28,8,0,19,5,2019,3,Wednesday,234,High Stock,356,High Stock,123,Medium Stock,249,High Stock,263,High Stock,324,High Stock,257,High Stock,148,Medium Stock,20
2019-03-21,2,1,0,18,13,0,6,5,2019,3,Thursday,232,High Stock,354,High Stock,123,Medium Stock,230,High Stock,250,High Stock,324,High Stock,251,High Stock,143,Medium Stock,21
2019-03-22,4,7,1,41,13,0,29,6,2019,3,Friday,227,High Stock,347,High Stock,122,Medium Stock,189,Medium Stock,237,High Stock,324,High Stock,222,High Stock,137,Medium Stock,22
2019-03-23,6,3,4,15,7,0,1,5,2019,3,Saturday,221,High Stock,344,High Stock,118,Medium Stock,174,Medium Stock,230,High Stock,324,High Stock,221,High Stock,132,Medium Stock,23
2019-03-24,6,2,3,43,6,1,16,10,2019,3,Sunday,215,High Stock,341,High Stock,115,Medium Stock,131,Medium Stock,223,High Stock,323,High Stock,205,High Stock,122,Medium Stock,24
2019-03-25,4,4,6,27,11,1,6,6,2019,3,Monday,210,High Stock,337,High Stock,109,Medium Stock,104,Medium Stock,212,High Stock,322,High Stock,199,Medium Stock,116,Medium Stock,25
2019-03-26,4,5,3,36,11,0,19,9,2019,3,Tuesday,206,High Stock,331,High Stock,106,Medium Stock,68,Low Stock,201,High Stock,322,High Stock,180,Medium Stock,107,Medium Stock,26
2019-03-27,6,7,3,25,12,1,0,9,2019,3,Wednesday,200,High Stock,323,High Stock,103,Medium Stock,42,Low Stock,189,Medium Stock,321,High Stock,180,Medium Stock,98,Medium Stock,27
2019-03-28,1,6,1,14,6,0,7,1,2019,3,Thursday,199,Medium Stock,317,High Stock,101,Medium Stock,342,High Stock,183,Medium Stock,321,High Stock,173,Medium Stock,97,Medium Stock,28
2019-03-29,3,4,4,25,10,0,16,9,2019,3,Friday,196,Medium Stock,313,High Stock,97,Medium Stock,317,High Stock,173,Medium Stock,321,High Stock,157,Medium Stock,88,Medium Stock,29
2019-03-30,4,10,1,18,11,1,0,6,2019,3,Saturday,191,Medium Stock,302,High Stock,96,Medium Stock,299,High Stock,162,Medium Stock,320,High Stock,157,Medium Stock,82,Medium Stock,30
2019-03-31,7,4,1,27,8,1,5,9,2019,3,Sunday,184,Medium Stock,297,High Stock,95,Medium Stock,272,High Stock,154,Medium Stock,319,High Stock,152,Medium Stock,73,Low Stock,31
2019-04-01,3,1,3,34,12,0,5,5,2019,4,Monday,181,Medium Stock,296,High Stock,92,Medium Stock,237,High Stock,142,Medium Stock,319,High Stock,147,Medium Stock,414,High Stock,1
2019-04-02,7,1,3,24,7,0,10,8,2019,4,Tuesday,173,Medium Stock,294,High Stock,392,High Stock,213,High Stock,135,Medium Stock,319,High Stock,137,Medium Stock,406,High Stock,2
2019-04-03,5,5,1,18,12,0,4,9,2019,4,Wednesday,168,Medium Stock,289,High Stock,390,High Stock,195,Medium Stock,123,Medium Stock,319,High Stock,133,Medium Stock,397,High Stock,3
2019-04-04,4,2,8,39,8,1,13,15,2019,4,Thursday,163,Medium Stock,287,High Stock,382,High Stock,156,Medium Stock,115,Medium Stock,318,High Stock,120,Medium Stock,382,High Stock,4
2019-04-05,6,4,4,25,7,0,3,4,2019,4,Friday,157,Medium Stock,283,High Stock,378,High Stock,131,Medium Stock,108,Medium Stock,318,High Stock,117,Medium Stock,378,High Stock,5
2019-04-06,3,6,3,13,13,0,16,9,2019,4,Saturday,154,Medium Stock,277,High Stock,375,High Stock,117,Medium Stock,95,Medium Stock,318,High Stock,101,Medium Stock,368,High Stock,6
2019-04-07,6,5,4,19,3,0,0,7,2019,4,Sunday,148,Medium Stock,272,High Stock,371,High Stock,98,Medium Stock,92,Medium Stock,318,High Stock,101,Medium Stock,361,High Stock,7
2019-04-08,5,4,3,10,8,0,4,3,2019,4,Monday,143,Medium Stock,267,High Stock,368,High Stock,88,Medium Stock,84,Medium Stock,318,High Stock,97,Medium Stock,358,High Stock,8
2019-04-09,2,2,1,12,10,0,3,5,2019,4,Tuesday,140,Medium Stock,265,High Stock,367,High Stock,76,Low Stock,373,High Stock,318,High Stock,94,Medium Stock,353,High Stock,9
